month_year,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
2021-10,0.0,36.0,72.0,21.0,0.0,226.0,1087.0,,146.0,,440.0,0.0,467.0,445.0,5.0,558.0,972.0,79.0,318.0,458.0,34.0,3340.0,4.0,0.0,2.0,29.0,20.0,193.0,,11075.0,106.0,0.0,,33.0,487.0,77.0,1317.0,,12.0,0.0,98.0,154.0,65.0,0.0,289.0,214.0,5.0,2084.0,674.0,754.0,9.0,11.0,,23.0,339.0,3609.0,12.0,60.0,11.0,84.0,109.0,196.0,190.0,1344.0,,3.0,571.0,837.0,136.0,50.0,0.0,0.0,1.0,965.0,54.0,4235.0,59.0,1131.0,40.0,2.0,35.0,1.0,0.0,3.0,5.0,20.0,1130.0,,1512.0,44.0,6.0,134.0,0.0,,416.0,601.0,58.0,721.0,1466.0,240.0,299.0,5.0,10307.0,,894.0,5793.0,0.0,1179.0,2.0,366.0,325.0,619.0,153.0,67.0,458.0,0.0,0.0,10.0,0.0,370.0,12.0,0.0,1078.0,47.0,176.0,54.0,1.0,751.0,1.0,24.0,904.0,11.0,578.0,458.0,388.0,1.0,1029.0,180.0,4.0,0.0,431.0,16.0,893.0,441.0,0.0,1.0,51.0,21.0,0.0,3.0,104.0,12.0,20.0,8110.0,2577.0,13.0,,137.0,10.0,,175.0,4.0,246.0,52.0,270.0,0.0,0.0,1.0,13.0,87.0,930.0,13.0,151.0,4878.0,673.0,1346.0,0.0,79.0,301.0,184.0,0.0,49.0,5.0,8.0,9794.0,1738.0,31551.0,56.0,77.0,0.0,2.0,170.0,154.0,318.0,0.0,193.0,,416.0,0.0,1.0,20.0,97.0,209.0,3.0,5.0,393.0,9.0,319.0,19.0,0.0,1.0,,12.0,2478.0,0.0,0.0,4.0,0.0,343.0,0.0,6557.0,214.0,0.0,5.0,2.0,11455.0,57.0,,42827.0,23.0,82.0,0.0,42.0,422.0,0.0,10.0,2698.0,0.0,0.0,0.0,24.0,161.0,5.0,1474.0,12.0,55.0
2021-11,1.0,12.0,28.0,15.0,2.0,170.0,1190.0,,22.0,,327.0,0.0,1547.0,272.0,3.0,783.0,1021.0,76.0,113.0,1051.0,65.0,4233.0,1.0,0.0,0.0,5.0,3.0,260.0,,6857.0,34.0,0.0,,12.0,452.0,87.0,661.0,,15.0,1.0,61.0,337.0,8.0,0.0,589.0,92.0,1.0,2323.0,239.0,65.0,1.0,5.0,,14.0,2464.0,10965.0,5.0,199.0,5.0,77.0,152.0,316.0,258.0,1826.0,,15.0,674.0,304.0,236.0,22.0,0.0,0.0,10.0,1476.0,35.0,4210.0,2.0,2055.0,20.0,0.0,36.0,0.0,0.0,1.0,2.0,8.0,2244.0,,819.0,21.0,7.0,74.0,0.0,,169.0,1716.0,55.0,4011.0,425.0,274.0,85.0,9.0,10844.0,,648.0,3456.0,2.0,1728.0,1.0,153.0,581.0,92.0,54.0,78.0,150.0,0.0,3.0,5.0,0.0,831.0,3.0,3.0,696.0,111.0,226.0,25.0,1.0,629.0,0.0,5.0,852.0,30.0,923.0,344.0,101.0,0.0,1313.0,204.0,3.0,0.0,452.0,45.0,392.0,253.0,0.0,0.0,32.0,38.0,0.0,6.0,374.0,8.0,4.0,4268.0,1515.0,10.0,,10.0,46.0,,80.0,5.0,1033.0,206.0,108.0,0.0,0.0,16.0,2.0,50.0,987.0,0.0,165.0,5373.0,280.0,7134.0,0.0,36.0,117.0,303.0,0.0,225.0,0.0,10.0,8377.0,1726.0,36726.0,11.0,41.0,0.0,8.0,118.0,120.0,305.0,0.0,478.0,,1530.0,0.0,1.0,7.0,119.0,74.0,0.0,0.0,140.0,0.0,179.0,6.0,1.0,6.0,,1.0,1566.0,0.0,0.0,0.0,0.0,132.0,0.0,6231.0,462.0,0.0,1.0,5.0,18246.0,34.0,,30237.0,53.0,82.0,0.0,6.0,264.0,1.0,5.0,3313.0,0.0,0.0,0.0,7.0,60.0,0.0,692.0,6.0,28.0
2021-12,9.0,17.0,47.0,2.0,2.0,117.0,346.0,,37.0,,636.0,0.0,1322.0,233.0,7.0,481.0,832.0,33.0,91.0,1147.0,32.0,2441.0,0.0,0.0,0.0,4.0,0.0,492.0,,4375.0,40.0,0.0,,33.0,496.0,24.0,535.0,,112.0,5.0,11.0,750.0,14.0,0.0,769.0,30.0,2.0,2594.0,58.0,18.0,3.0,10.0,,42.0,2995.0,8121.0,3.0,327.0,10.0,37.0,208.0,385.0,130.0,1231.0,,16.0,2089.0,176.0,257.0,2.0,0.0,0.0,1.0,4610.0,9.0,3870.0,0.0,1714.0,11.0,1.0,85.0,2.0,1.0,1.0,4.0,0.0,2615.0,,151.0,7.0,1.0,60.0,0.0,,25.0,1604.0,26.0,4255.0,264.0,264.0,51.0,1.0,12046.0,,319.0,1727.0,2.0,3574.0,8.0,80.0,1051.0,33.0,46.0,52.0,68.0,0.0,8.0,0.0,0.0,1989.0,3.0,7.0,365.0,196.0,401.0,21.0,7.0,620.0,0.0,10.0,629.0,40.0,347.0,244.0,72.0,3.0,564.0,104.0,100.0,0.0,371.0,58.0,154.0,52.0,0.0,11.0,69.0,35.0,0.0,11.0,218.0,11.0,62.0,3745.0,1063.0,71.0,,5.0,17.0,,55.0,4.0,1491.0,265.0,61.0,0.0,0.0,7.0,3.0,63.0,1176.0,0.0,40.0,2959.0,196.0,13402.0,0.0,38.0,136.0,519.0,0.0,157.0,7.0,25.0,2223.0,995.0,33288.0,8.0,41.0,0.0,4.0,172.0,196.0,103.0,0.0,345.0,,2095.0,2.0,7.0,5.0,6.0,22.0,3.0,1.0,46.0,0.0,146.0,60.0,2.0,3.0,,5.0,927.0,0.0,0.0,0.0,0.0,200.0,0.0,5519.0,711.0,0.0,2.0,10.0,9924.0,53.0,,37636.0,39.0,76.0,0.0,9.0,173.0,1.0,3.0,7162.0,0.0,0.0,0.0,6.0,34.0,0.0,1327.0,73.0,310.0
2022-01,5.0,83.0,61.0,8.0,3.0,135.0,83.0,,123.0,,6652.0,0.0,379.0,1519.0,12.0,390.0,1038.0,18.0,384.0,772.0,54.0,2422.0,14.0,1.0,2.0,7.0,1.0,1271.0,,8082.0,29.0,1.0,,133.0,473.0,27.0,3554.0,,53.0,4.0,6.0,461.0,67.0,0.0,606.0,54.0,1.0,5360.0,218.0,84.0,43.0,43.0,,105.0,1035.0,4016.0,0.0,509.0,4.0,63.0,309.0,852.0,101.0,915.0,,23.0,5862.0,396.0,560.0,103.0,0.0,0.0,5.0,7190.0,13.0,8050.0,10.0,1155.0,39.0,6.0,99.0,1.0,5.0,21.0,35.0,7.0,2790.0,,278.0,24.0,7.0,114.0,0.0,,70.0,1322.0,31.0,2362.0,226.0,320.0,803.0,4.0,16205.0,,242.0,865.0,9.0,9096.0,12.0,187.0,551.0,400.0,206.0,85.0,3.0,0.0,2.0,9.0,0.0,1093.0,31.0,3.0,311.0,177.0,485.0,28.0,2.0,473.0,3.0,21.0,493.0,37.0,332.0,318.0,584.0,9.0,407.0,153.0,207.0,0.0,487.0,47.0,36.0,55.0,0.0,9.0,49.0,86.0,0.0,77.0,36.0,16.0,195.0,8087.0,491.0,162.0,,3.0,25.0,,103.0,4.0,332.0,137.0,168.0,0.0,0.0,2.0,32.0,304.0,3473.0,0.0,7.0,2499.0,368.0,7874.0,0.0,559.0,174.0,1002.0,0.0,692.0,29.0,122.0,1273.0,948.0,22305.0,93.0,63.0,13.0,20.0,251.0,910.0,29.0,0.0,273.0,,1176.0,2.0,9.0,59.0,2.0,74.0,1.0,13.0,84.0,4.0,91.0,67.0,8.0,6.0,,20.0,475.0,0.0,0.0,0.0,0.0,786.0,0.0,5055.0,543.0,0.0,1.0,49.0,4304.0,242.0,,61691.0,309.0,86.0,0.0,11.0,119.0,10.0,12.0,5167.0,0.0,0.0,0.0,25.0,29.0,2.0,4090.0,180.0,333.0
2022-02,6.0,53.0,192.0,8.0,1.0,119.0,433.0,,5.0,,3760.0,0.0,743.0,1413.0,18.0,683.0,972.0,36.0,592.0,1026.0,6.0,2232.0,47.0,0.0,0.0,6.0,11.0,490.0,,22195.0,25.0,2.0,,88.0,426.0,21.0,2797.0,,57.0,3.0,3.0,348.0,9.0,0.0,2632.0,16.0,448.0,4467.0,462.0,88.0,5.0,29.0,,122.0,1437.0,6411.0,0.0,887.0,6.0,59.0,247.0,711.0,220.0,1427.0,,4.0,4433.0,120.0,567.0,33.0,0.0,0.0,9.0,7436.0,2.0,4953.0,6.0,1171.0,13.0,5.0,30.0,0.0,12.0,1.0,14.0,1.0,2306.0,,592.0,30.0,11.0,52.0,3.0,,271.0,1208.0,16.0,2586.0,4015.0,223.0,1224.0,9.0,16271.0,,594.0,4560.0,19.0,8269.0,11.0,151.0,614.0,4897.0,52.0,71.0,17.0,11.0,0.0,5.0,0.0,1479.0,40.0,2.0,411.0,72.0,483.0,29.0,4.0,775.0,4.0,3.0,538.0,40.0,358.0,241.0,559.0,3.0,551.0,116.0,92.0,0.0,585.0,7.0,65.0,57.0,0.0,7.0,61.0,23.0,1.0,50.0,82.0,19.0,52.0,9720.0,770.0,18.0,,16.0,6.0,,6.0,4.0,290.0,308.0,177.0,0.0,0.0,3.0,96.0,351.0,4770.0,5.0,41.0,2448.0,897.0,6150.0,0.0,247.0,416.0,1114.0,6.0,1046.0,23.0,135.0,3051.0,1593.0,20434.0,13.0,60.0,93.0,17.0,322.0,1370.0,172.0,0.0,436.0,,690.0,0.0,3.0,11.0,13.0,54.0,0.0,2.0,166.0,6.0,87.0,15.0,2.0,0.0,,4.0,760.0,0.0,0.0,7.0,0.0,1462.0,0.0,7029.0,216.0,0.0,2.0,9.0,5755.0,40.0,,61235.0,506.0,66.0,0.0,12.0,189.0,13.0,8.0,2561.0,0.0,0.0,0.0,99.0,122.0,0.0,4142.0,32.0,45.0
2022-03,2.0,1.0,62.0,0.0,0.0,20.0,123.0,,0.0,,565.0,4.0,1072.0,823.0,1.0,256.0,248.0,58.0,69.0,651.0,4.0,917.0,16.0,0.0,0.0,5.0,27.0,454.0,,10424.0,17.0,6.0,,14.0,336.0,4.0,1400.0,,2.0,0.0,7.0,326.0,2.0,0.0,14227.0,4.0,7049.0,854.0,263.0,15.0,0.0,6.0,,81.0,909.0,7682.0,0.0,1042.0,6.0,6.0,34.0,190.0,207.0,307.0,,0.0,1686.0,37.0,926.0,0.0,0.0,0.0,0.0,3906.0,0.0,5671.0,2.0,520.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1657.0,,335.0,25.0,3.0,6.0,0.0,,107.0,483.0,13.0,1376.0,6754.0,329.0,291.0,4.0,7018.0,,168.0,3176.0,35.0,4616.0,8.0,75.0,182.0,4499.0,9.0,30.0,22.0,2.0,0.0,1.0,0.0,8663.0,15.0,8.0,54.0,46.0,202.0,7.0,7.0,213.0,0.0,0.0,443.0,45.0,355.0,146.0,66.0,3.0,203.0,22.0,22.0,0.0,175.0,6.0,57.0,9.0,0.0,3.0,22.0,3.0,0.0,33.0,64.0,1.0,11.0,1625.0,2235.0,8.0,,11.0,1.0,,0.0,5.0,422.0,653.0,10.0,0.0,0.0,258.0,6.0,87.0,1550.0,5.0,5.0,2798.0,163.0,3659.0,0.0,56.0,123.0,646.0,0.0,297.0,7.0,43.0,1601.0,529.0,16618.0,2.0,45.0,27.0,0.0,997.0,857.0,240.0,0.0,256.0,,825.0,0.0,1.0,4.0,13.0,7.0,1.0,1.0,45.0,1.0,63.0,4.0,0.0,1.0,,0.0,2197.0,0.0,0.0,1.0,0.0,499.0,6.0,3588.0,122.0,0.0,0.0,5.0,1768.0,8.0,,30650.0,174.0,0.0,0.0,0.0,47.0,0.0,2.0,2188.0,2.0,0.0,0.0,20.0,8.0,0.0,612.0,14.0,49.0
2022-04,0.0,0.0,12.0,2.0,0.0,4.0,6.0,,0.0,,181.0,22.0,707.0,1248.0,0.0,15.0,47.0,20.0,5.0,621.0,2.0,364.0,5.0,0.0,0.0,3.0,1.0,15.0,,3740.0,10.0,9.0,,3.0,120.0,22.0,1987.0,,1.0,0.0,0.0,153.0,3.0,1.0,947.0,2.0,2774.0,176.0,105.0,17.0,0.0,6.0,,59.0,461.0,3768.0,0.0,447.0,0.0,1.0,1.0,164.0,80.0,224.0,0.0,0.0,1427.0,10.0,708.0,28.0,0.0,0.0,0.0,3657.0,1.0,7229.0,2.0,60.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,1604.0,,272.0,4.0,1.0,2.0,0.0,,11.0,251.0,2.0,756.0,1168.0,353.0,206.0,18.0,2605.0,,44.0,856.0,25.0,4124.0,6.0,77.0,35.0,1472.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,6029.0,1.0,2.0,1.0,75.0,82.0,3.0,1.0,25.0,0.0,0.0,204.0,28.0,146.0,15.0,9.0,3.0,58.0,12.0,3.0,0.0,52.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,61.0,28.0,0.0,8.0,318.0,564.0,1.0,,1.0,1.0,,1.0,4.0,262.0,506.0,0.0,0.0,0.0,393.0,8.0,14.0,602.0,2.0,7.0,1092.0,10.0,812.0,0.0,40.0,2.0,593.0,0.0,206.0,0.0,40.0,471.0,190.0,6967.0,0.0,43.0,8.0,3.0,26.0,353.0,66.0,0.0,222.0,,539.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,8.0,3.0,0.0,2.0,,1.0,3396.0,0.0,0.0,0.0,0.0,227.0,5.0,738.0,79.0,0.0,12.0,0.0,404.0,2.0,,11582.0,51.0,0.0,0.0,0.0,26.0,0.0,0.0,516.0,11.0,0.0,16.0,4.0,6.0,0.0,321.0,10.0,25.0
2022-05,0.0,3.0,24.0,1.0,0.0,1.0,3.0,,0.0,,186.0,5.0,207.0,1279.0,1.0,4.0,23.0,67.0,4.0,269.0,0.0,232.0,12.0,0.0,0.0,7.0,0.0,38.0,,3179.0,12.0,0.0,,11.0,29.0,1.0,2571.0,,0.0,0.0,0.0,51.0,0.0,0.0,365.0,2.0,2356.0,57.0,120.0,2.0,1.0,4.0,,44.0,109.0,1534.0,0.0,198.0,4.0,1.0,0.0,40.0,28.0,77.0,,0.0,1829.0,3.0,317.0,2.0,0.0,0.0,0.0,2397.0,0.0,2944.0,6.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,,568.0,10.0,0.0,6.0,0.0,,6.0,156.0,0.0,281.0,334.0,124.0,90.0,5.0,772.0,,8.0,222.0,28.0,3190.0,3.0,93.0,0.0,1049.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,0.0,1.0,3.0,12.0,44.0,3.0,0.0,13.0,0.0,2.0,37.0,13.0,58.0,0.0,8.0,0.0,41.0,6.0,4.0,0.0,30.0,3.0,0.0,5.0,0.0,0.0,20.0,0.0,4.0,22.0,2.0,0.0,7.0,160.0,129.0,2.0,,1.0,1.0,,0.0,5.0,72.0,148.0,1.0,0.0,0.0,433.0,3.0,71.0,381.0,1.0,1.0,114.0,7.0,267.0,0.0,165.0,3.0,870.0,0.0,24.0,0.0,35.0,198.0,84.0,3169.0,0.0,60.0,8.0,1.0,9.0,179.0,53.0,0.0,108.0,,170.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,,0.0,1493.0,0.0,0.0,1.0,0.0,91.0,1.0,194.0,90.0,0.0,1390.0,37.0,158.0,4.0,,9481.0,28.0,0.0,0.0,2.0,12.0,0.0,2.0,37.0,1.0,0.0,10.0,1.0,0.0,0.0,856.0,11.0,38.0
2022-06,0.0,12.0,16.0,3.0,0.0,3.0,1.0,,0.0,,111.0,0.0,134.0,1376.0,8.0,4.0,18.0,16.0,29.0,190.0,3.0,107.0,5.0,0.0,0.0,2.0,1.0,5.0,,4740.0,8.0,0.0,,51.0,140.0,3.0,1453.0,,38.0,0.0,1.0,46.0,6.0,0.0,587.0,0.0,4417.0,216.0,72.0,0.0,3.0,1.0,,16.0,25.0,1716.0,0.0,103.0,1.0,6.0,0.0,87.0,17.0,5.0,,0.0,1163.0,24.0,260.0,2.0,0.0,0.0,0.0,1206.0,1.0,1654.0,6.0,13.0,4.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,393.0,,409.0,8.0,0.0,20.0,,,7.0,79.0,2.0,100.0,146.0,109.0,159.0,1.0,527.0,,23.0,72.0,25.0,1656.0,2.0,71.0,2.0,571.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,1.0,2.0,1.0,35.0,12.0,1.0,3.0,0.0,2.0,26.0,15.0,32.0,0.0,36.0,2.0,23.0,9.0,6.0,0.0,21.0,2.0,0.0,3.0,0.0,1.0,33.0,1.0,2.0,25.0,7.0,8.0,4.0,389.0,89.0,9.0,,0.0,1.0,,1.0,3.0,55.0,165.0,0.0,0.0,0.0,333.0,0.0,109.0,304.0,0.0,11.0,100.0,16.0,102.0,0.0,204.0,0.0,978.0,0.0,100.0,2.0,28.0,55.0,43.0,1965.0,0.0,60.0,4.0,0.0,9.0,120.0,27.0,0.0,35.0,,48.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,,2.0,629.0,0.0,0.0,2.0,0.0,50.0,0.0,67.0,92.0,0.0,4396.0,1.0,87.0,18.0,,10325.0,93.0,0.0,0.0,4.0,12.0,1.0,5.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,592.0,16.0,51.0
2022-07,0.0,18.0,28.0,3.0,1.0,45.0,9.0,,17.0,,299.0,2.0,328.0,1949.0,3.0,31.0,62.0,16.0,135.0,337.0,0.0,147.0,16.0,0.0,0.0,4.0,20.0,108.0,,7098.0,4.0,0.0,,20.0,0.0,0.0,1844.0,,15.0,0.0,0.0,144.0,6.0,0.0,1098.0,2.0,2521.0,775.0,143.0,0.0,5.0,4.0,,40.0,191.0,3310.0,0.0,200.0,0.0,0.0,1.0,85.0,37.0,52.0,,0.0,2497.0,31.0,397.0,4.0,0.0,9.0,0.0,2525.0,1.0,4794.0,2.0,18.0,6.0,6.0,6.0,1.0,0.0,3.0,4.0,0.0,1127.0,,476.0,9.0,3.0,17.0,,,26.0,256.0,1.0,143.0,256.0,156.0,423.0,6.0,1262.0,,74.0,670.0,1.0,3733.0,2.0,64.0,15.0,1304.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,522.0,7.0,0.0,5.0,0.0,67.0,2.0,1.0,45.0,0.0,3.0,37.0,19.0,39.0,1.0,125.0,2.0,63.0,17.0,7.0,0.0,49.0,2.0,0.0,1.0,6.0,3.0,27.0,9.0,0.0,47.0,9.0,1.0,19.0,2156.0,204.0,3.0,,1.0,0.0,,3.0,2.0,117.0,291.0,16.0,1.0,0.0,800.0,0.0,61.0,794.0,0.0,1.0,172.0,93.0,141.0,0.0,189.0,28.0,460.0,0.0,226.0,2.0,26.0,272.0,160.0,1304.0,7.0,43.0,0.0,1.0,8.0,350.0,104.0,0.0,157.0,,83.0,0.0,3.0,0.0,0.0,11.0,0.0,2.0,53.0,1.0,0.0,1.0,0.0,0.0,,5.0,737.0,0.0,0.0,0.0,0.0,350.0,0.0,646.0,42.0,0.0,2276.0,0.0,71.0,7.0,,12082.0,84.0,0.0,0.0,3.0,30.0,0.0,2.0,6.0,0.0,0.0,0.0,31.0,2.0,0.0,171.0,12.0,20.0
2022-08,1.0,6.0,27.0,1.0,1.0,38.0,20.0,,0.0,,342.0,1.0,256.0,2056.0,3.0,57.0,189.0,49.0,31.0,257.0,0.0,203.0,6.0,0.0,0.0,4.0,7.0,137.0,,5451.0,1.0,0.0,,6.0,0.0,0.0,2172.0,,14.0,0.0,0.0,62.0,8.0,0.0,874.0,2.0,1166.0,674.0,147.0,1.0,0.0,5.0,,57.0,329.0,1353.0,0.0,263.0,0.0,1.0,2.0,33.0,23.0,19.0,,0.0,2160.0,4.0,197.0,8.0,0.0,17.0,0.0,2035.0,0.0,2819.0,2.0,30.0,1.0,8.0,1.0,3.0,0.0,3.0,2.0,0.0,1144.0,,453.0,10.0,1.0,7.0,,,42.0,383.0,3.0,501.0,573.0,95.0,179.0,2.0,1502.0,,30.0,1834.0,34.0,3509.0,3.0,60.0,27.0,7295.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.0,1.0,0.0,18.0,0.0,97.0,6.0,0.0,137.0,0.0,0.0,82.0,10.0,50.0,6.0,35.0,0.0,125.0,27.0,2.0,17.0,106.0,0.0,5.0,10.0,0.0,2.0,24.0,1.0,0.0,7.0,9.0,1.0,11.0,1312.0,247.0,5.0,,0.0,1.0,,1.0,0.0,109.0,352.0,37.0,0.0,0.0,541.0,0.0,45.0,1459.0,0.0,1.0,1087.0,94.0,549.0,0.0,211.0,16.0,226.0,0.0,258.0,0.0,36.0,717.0,409.0,1972.0,0.0,45.0,0.0,1.0,2.0,384.0,73.0,0.0,164.0,,128.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,25.0,0.0,13.0,5.0,0.0,0.0,,3.0,918.0,0.0,0.0,5.0,0.0,193.0,0.0,1162.0,91.0,0.0,987.0,4.0,114.0,1.0,,14212.0,30.0,0.0,0.0,0.0,33.0,1.0,2.0,24.0,0.0,0.0,0.0,25.0,4.0,0.0,126.0,1.0,18.0
2022-09,0.0,0.0,5.0,0.0,0.0,1.0,7.0,,0.0,,58.0,0.0,36.0,519.0,1.0,26.0,26.0,2.0,3.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,,848.0,0.0,0.0,,0.0,0.0,0.0,498.0,,0.0,0.0,0.0,3.0,1.0,0.0,270.0,0.0,399.0,127.0,0.0,0.0,0.0,0.0,,0.0,58.0,23.0,0.0,26.0,0.0,0.0,1.0,19.0,6.0,2.0,,0.0,303.0,0.0,0.0,0.0,0.0,2.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,77.0,0.0,0.0,1.0,,,15.0,47.0,0.0,76.0,175.0,0.0,5.0,0.0,125.0,,2.0,154.0,0.0,562.0,0.0,14.0,4.0,2433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0,28.0,5.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,58.0,1.0,,0.0,0.0,,0.0,0.0,6.0,24.0,4.0,0.0,0.0,55.0,0.0,10.0,166.0,0.0,0.0,304.0,15.0,114.0,0.0,25.0,2.0,32.0,0.0,16.0,0.0,0.0,67.0,70.0,535.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,217.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,311.0,0.0,44.0,0.0,,2598.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
